80,27,2001,2025,2046
81,27,2000,2025,2046
82,27,1991,2026,2046
0,0,0,0,0
84,27,1951,2026,2049
85,27,1956,2026,2053
86,27,1960,2024,2052
87,27,1976,2032,2056
88,27,1983,2034,2057
89,27,1994,2035,2056
90,27,1998,2038,2057
91,27,2000,2042,2060
92,27,2003,2044,2062
93,27,1999,2046,2065
94,27,2003,2048,2067
95,27,1996,2049,2068
96,27,1993,2049,2069
0,0,0,0,0
0,0,0,0,0
99,27,1991,2047,2070
100,27,1994,2048,2071
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
104,27,1996,2049,2075
0,0,0,0,0
0,0,0,0,0
107,27,1977,2057,2077
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
118,27,2099,2110,2110
0,0,0,0,0
120,27,2049,2110,2110
123,27,2012,2110,2110
124,27,2092,2110,2110
125,27,2091,2110,2110
126,27,2100,2110,2110
127,27,2034,2110,2110
129,27,2094,2062,2099
130,27,1956,2087,2110
131,27,2098,2094,2110
0,0,0,0,0
133,27,2096,2086,2110
0,0,0,0,0
135,27,2095,2071,2110
136,27,1969,2056,2096
137,27,2098,2051,2086
138,27,1971,2046,2080
139,27,1966,2056,2089
0,0,0,0,0
141,27,1980,2061,2090
0,0,0,0,0
143,27,1972,2062,2089
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
147,27,1977,2064,2086
0,0,0,0,0
149,27,1974,2066,2086
150,27,1980,2068,2090
151,27,1982,2069,2090
0,0,0,0,0
0,0,0,0,0
154,27,1975,2078,2110
0,0,0,0,0
0,0,0,0,0
157,27,1970,2085,2110
158,27,1975,2087,2110
159,27,2096,2088,2110
160,27,1976,2090,2110
161,27,2043,2087,2110
162,27,2091,2084,2110
163,27,2083,2082,2110
164,27,2025,2077,2110
165,27,2086,2078,2110
166,27,2084,2078,2110
167,27,2011,2081,2110
168,27,1969,2084,2110
169,27,2084,2084,2110
170,27,2079,2086,2110
171,27,2090,2085,2110
172,27,2084,2084,2110
173,27,2090,2082,2110
174,27,2093,2082,2110
175,27,2093,2082,2110
176,27,2096,2083,2110
177,27,1972,2083,2110
178,27,2094,2083,2110
179,27,2099,2078,2110
180,27,2099,2077,2110
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
186,27,2099,2066,2110
0,0,0,0,0
188,27,1980,2062,2110
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
193,27,2034,2065,2110
0,0,0,0,0
195,27,2100,2066,2110
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
200,27,2041,2065,2110
201,27,2100,2064,2110
0,0,0,0,0
203,27,2036,2063,2110
204,27,2035,2062,2110
205,27,2034,2062,2110
206,27,2027,2061,2110
207,27,2033,2063,2110
208,27,2034,2063,2110
209,27,2035,2063,2110
210,27,2032,2064,2110
211,27,2035,2066,2110
212,27,2032,2066,2110
213,27,2034,2068,2110
214,27,2037,2069,2110
215,27,2035,2070,2110
216,27,2038,2070,2110
217,27,2037,2072,2110
218,27,2038,2072,2110
219,27,2037,2073,2110
220,27,2036,2074,2110
221,27,2042,2075,2110
222,27,2039,2078,2110
223,27,2040,2080,2110
224,27,2043,2082,2110
225,27,2043,2085,2110
226,27,2040,2085,2110
227,27,2041,2086,2110
228,27,2041,2086,2110
229,27,2044,2083,2110
230,27,2040,2081,2110
231,27,2025,2079,2110
232,27,2043,2076,2110
233,27,2040,2076,2110
234,27,2041,2078,2110
235,27,2094,2080,2110
236,27,2041,2083,2110
237,27,2092,2085,2110
238,27,2088,2089,2099
239,27,2010,2091,2110
240,27,2090,2093,2110
241,27,2037,2110,2110
242,27,1992,2097,2097
243,27,2086,2096,2096
244,27,2087,2093,2093
245,27,2036,2093,2093
246,27,2005,2091,2091
247,27,2087,2091,2091
248,27,2082,2091,2091
249,27,2084,2089,2089
250,27,2004,2088,2088
251,27,2006,2088,2088
252,27,1997,2087,2087
253,27,2081,2087,2087
254,27,1997,2087,2087
255,27,2076,2087,2087
