276,94,1988,2038,2054
277,94,1988,2037,2053
278,94,1991,2037,2052
279,94,1994,2036,2052
280,94,1989,2035,2051
281,94,1988,2035,2051
282,94,1989,2035,2050
283,94,1990,2035,2050
284,94,1991,2034,2049
285,94,1997,2033,2049
286,94,1991,2033,2048
287,94,1991,2032,2049
288,94,1991,2032,2048
289,94,1991,2032,2049
290,94,1995,2032,2049
291,94,1994,2033,2050
292,94,1996,2034,2052
293,94,1997,2035,2054
294,94,1997,2038,2057
295,94,2000,2041,2060
296,94,2000,2043,2064
297,94,2001,2046,2069
298,94,2004,2052,2077
299,94,2006,2060,2091
300,94,2014,2065,2110
301,94,2012,2062,2110
27,95,2004,2020,2036
28,95,1999,2019,2035
29,95,1998,2018,2034
30,95,1998,2017,2032
31,95,1997,2017,2031
32,95,1998,2016,2030
33,95,1996,2018,2031
34,95,1992,2020,2034
35,95,1996,2023,2037
36,95,1989,2026,2042
37,95,1988,2030,2047
38,95,1988,2032,2051
39,95,1988,2033,2054
40,95,2095,2036,2057
41,95,2007,2039,2058
42,95,1990,2039,2059
43,95,1998,2041,2060
44,95,2005,2041,2061
45,95,1999,2042,2062
46,95,1993,2044,2063
47,95,2090,2045,2064
48,95,1996,2046,2065
49,95,2089,2048,2066
50,95,2088,2049,2067
51,95,2088,2051,2068
52,95,2088,2053,2069
53,95,2088,2054,2070
54,95,2088,2056,2071
55,95,2024,2058,2073
56,95,2087,2060,2074
57,95,2027,2063,2076
58,95,2026,2066,2077
59,95,2025,2069,2080
60,95,2029,2072,2084
61,95,2030,2076,2089
62,95,2028,2081,2092
63,95,2027,2085,2096
64,95,2030,2093,2097
65,95,2030,2098,2098
66,95,2032,2098,2098
67,95,2031,2098,2098
68,95,2033,2097,2097
69,95,2033,2098,2098
70,95,2033,2097,2098
71,95,2031,2092,2099
72,95,2032,2088,2098
73,95,2033,2084,2096
74,95,2032,2080,2094
75,95,2033,2076,2091
76,95,2032,2074,2089
77,95,2033,2070,2086
78,95,2031,2068,2084
79,95,2030,2065,2081
80,95,2028,2063,2079
81,95,2031,2060,2077
82,95,2027,2058,2076
83,95,2024,2055,2074
84,95,2003,2052,2073
85,95,2016,2050,2071
86,95,2010,2046,2068
87,95,2016,2042,2065
88,95,2010,2039,2063
89,95,2009,2036,2061
90,95,2005,2033,2058
91,95,2003,2029,2050
92,95,2004,2027,2046
93,95,2004,2026,2046
94,95,2005,2025,2046
95,95,2003,2023,2042
96,95,2002,2022,2041
97,95,2004,2021,2041
98,95,2003,2020,2041
99,95,2003,2019,2041
100,95,2004,2018,2041
101,95,2007,2018,2040
102,95,2005,2018,2040
103,95,2007,2017,2040
104,95,2007,2016,2040
105,95,2007,2015,2041
106,95,2009,2016,2041
107,95,2011,2016,2041
108,95,2016,2018,2042
109,95,2014,2018,2042
110,95,2019,2019,2042
111,95,2019,2020,2044
112,95,2019,2020,2044
113,95,2019,2020,2045
114,95,2019,2020,2045
115,95,2020,2020,2046
116,95,2020,2020,2046
117,95,2019,2019,2047
118,95,2020,2019,2047
119,95,2021,2019,2047
120,95,2021,2020,2048
121,95,2021,2020,2048
122,95,2023,2022,2048
123,95,2022,2021,2049
124,95,2022,2020,2049
125,95,2024,2024,2049
126,95,2024,2023,2049
127,95,2025,2024,2049
128,95,2025,2025,2049
129,95,2026,2025,2049
130,95,2027,2026,2049
131,95,2027,2026,2053
132,95,2029,2028,2053
133,95,2030,2030,2053
134,95,2031,2030,2053
135,95,2030,2030,2053
136,95,2031,2030,2053
137,95,2032,2031,2053
138,95,2032,2031,2053
139,95,2032,2032,2056
140,95,2032,2032,2056
141,95,2033,2032,2056
142,95,2033,2033,2056
143,95,2033,2033,2056
144,95,2033,2032,2056
145,95,2034,2033,2056
146,95,2035,2034,2056
147,95,2034,2033,2056
148,95,2034,2033,2056
149,95,2034,2034,2056
150,95,2035,2034,2056
151,95,2034,2033,2056
152,95,2034,2033,2057
153,95,2035,2034,2057
154,95,2035,2034,2058
155,95,2035,2034,2058
156,95,2037,2036,2058
157,95,2036,2035,2058
158,95,2037,2036,2058
159,95,2037,2036,2058
160,95,2037,2036,2058
161,95,2037,2036,2059
162,95,2038,2036,2059
163,95,2038,2036,2059
164,95,2038,2037,2059
165,95,2037,2036,2059
166,95,2038,2036,2059
167,95,2037,2036,2059
168,95,2037,2036,2059
169,95,2038,2037,2058
170,95,2038,2036,2058
171,95,2037,2036,2058
172,95,2038,2036,2058
173,95,2037,2036,2058
